"[run number]","detection_sick_people","security_measures","proportion_retired","people","_network_type","_nodes","proportion_paranoid","proportion_worker","infectious_rate","duration","discovery_type","lockdown_type","proportion_student","stability-factor","proportion_skeptic","deterrents","[step]","n_of_death","days","count turtles with [spreader? = true]","count turtles with [color = gray]","count turtles with [notp? = true]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"11","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","9","20","12","491","98","6571.75","500"
"9","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","13","20","17","487","130","6467.5","500"
"4","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","16","20","8","484","89","6511","500"
"7","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","9","20","11","491","114","6535.25","500"
"2","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","14","21","7","486","107","6922.5","500"
"1","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","9","20","12","491","82","6233.75","500"
"12","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","9","20","7","491","80","6538","500"
"10","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","9","21","19","491","165","6988.25","500"
"8","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","441","14","23","7","486","100","7568","500"
"5","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","13","22","16","487","199","6929.25","500"
"6","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","7","22","10","493","96","7283.25","500"
"3","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","12","21","14","488","137","6908.5","500"
"13","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","7","22","9","493","94","7311.75","500"
"14","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","6","21","13","494","89","6957.25","500"
"23","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","15","20","6","485","79","6474.5","500"
"21","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","11","21","13","489","89","6918.25","500"
"20","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","9","21","18","491","115","6910.75","500"
"22","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","10","22","5","490","70","7221.25","500"
"15","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","11","20","27","489","190","6489.75","500"
"17","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","9","22","14","491","116","7200","500"
"16","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","16","22","15","484","108","7313.5","500"
"19","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","441","8","23","9","492","94","7703.5","500"
"18","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","6","21","7","494","75","6860.75","500"
"24","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","15","20","7","485","73","6497.5","500"
"25","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","7","21","8","493","92","6934","500"
"26","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","8","22","14","492","83","7290","500"
"27","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","16","20","10","484","78","6500","500"
"29","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","13","20","15","487","98","6396.25","500"
"28","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","17","21","11","483","89","6859","500"
"35","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","11","21","4","489","96","6900","500"
"30","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","11","21","8","489","104","6875.25","500"
"33","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","9","21","8","491","88","6879.25","500"
"34","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","11","22","11","489","116","7195.25","500"
"31","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","3","21","7","497","75","6862.75","500"
"36","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","13","20","11","487","103","6545.25","500"
"32","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","16","21","16","484","93","6914.75","500"
"39","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","10","20","20","490","203","6506.5","500"
"37","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","14","20","8","486","125","6476.5","500"
"38","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","12","21","9","488","115","6875.75","500"
"40","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","10","21","25","490","189","6856.5","500"
"45","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","14","21","9","486","87","6844.5","500"
"42","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","12","21","16","488","128","6522.5","500"
"41","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","13","22","11","487","81","7256.75","500"
"44","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","381","10","20","16","490","174","6549","500"
"43","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","10","22","14","490","98","7229.75","500"
"46","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","421","12","22","36","488","278","7202","500"
"47","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","8","21","13","492","78","6857.75","500"
"48","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","15","21","9","485","78","6879.5","500"
"51","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","341","11","18","6","489","101","4450.5","500"
"49","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","15","21","15","485","123","6874.25","500"
"52","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","17","19","13","483","88","4596.75","500"
"50","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","true","401","15","21","27","485","207","6882.5","500"
"54","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","14","19","7","486","68","4733.25","500"
"57","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","8","19","17","492","176","4754.25","500"
"53","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","381","7","20","6","493","101","4719.5","500"
"55","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","381","11","20","12","489","111","4713","500"
"56","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","10","19","14","490","147","4720.5","500"
"58","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","14","19","18","486","158","4716.75","500"
"59","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","8","19","9","492","103","4663","500"
"60","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","19","19","20","481","175","4475.5","500"
"62","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","11","19","8","489","67","4679","500"
"64","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","18","19","13","482","97","4730.5","500"
"63","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","361","14","19","7","486","78","4664.5","500"
"61","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","true","381","9","20","14","491","130","4924","500"
