"[run number]","deterrents","detection_sick_people","security_measures","proportion_retired","people","_network_type","_nodes","proportion_paranoid","proportion_worker","infectious_rate","duration","discovery_type","lockdown_type","proportion_student","stability-factor","proportion_skeptic","[step]","n_of_death","days","count turtles with [spreader? = true]","count turtles with [color = gray]","count turtles with [notp? = true]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"31","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","401","12","21","39","488","80","6902.75","500"
"30","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","10","20","121","490","205","6586.5","500"
"29","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","401","10","21","60","490","112","6964.25","500"
"35","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","11","20","60","489","110","6571.5","500"
"27","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","421","8","22","43","492","91","7325.5","500"
"37","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","361","11","19","103","489","199","6157","500"
"38","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","361","11","19","102","489","212","6139.75","500"
"39","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","16","20","42","484","84","6530","500"
"41","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","15","20","55","485","120","6524","500"
"42","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","11","20","60","489","117","6547.5","500"
"43","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","9","20","90","491","180","6223.75","500"
"46","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","15","20","41","485","73","6523.25","500"
"44","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","15","20","39","485","88","6543.5","500"
"45","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","381","9","20","76","491","139","6567.75","500"
"48","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","361","17","19","91","483","172","6116.25","500"
"40","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","401","11","21","47","489","91","6961.25","500"
"47","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","401","12","21","62","488","117","6607.5","500"
"49","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","361","10","19","64","490","146","6214.75","500"
"51","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","341","11","18","33","489","65","4450.25","500"
"50","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","361","14","19","70","486","147","6160.5","500"
"56","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","71","488","121","4799.25","500"
"52","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","14","19","62","486","104","4798.25","500"
"53","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","17","19","80","483","141","4763","500"
"54","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","341","9","18","48","491","103","4348.5","500"
"59","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","11","19","46","489","80","4669.75","500"
"55","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","13","19","65","487","108","4597","500"
"58","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","9","19","189","491","345","4730.75","500"
"57","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","10","19","103","490","222","4698","500"
"60","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","10","19","50","490","101","4735","500"
"61","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","9","19","42","491","71","4860.5","500"
"62","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","7","19","47","493","75","4739.25","500"
"64","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","341","13","18","78","487","153","4345","500"
"63","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","40","488","75","4658.75","500"
"65","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","48","488","86","4675.5","500"
"68","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","33","488","79","4586.75","500"
"69","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","341","3","18","39","497","84","4370.25","500"
"70","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","16","19","53","484","100","4748.5","500"
"66","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","19","19","64","481","123","4639","500"
"71","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","9","19","54","491","114","4676","500"
"67","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","18","19","42","482","79","4597.25","500"
"72","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","9","19","49","491","103","4595.75","500"
"73","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","381","7","20","64","493","114","4947.5","500"
"74","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","11","19","132","489","257","4763","500"
"75","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","341","13","18","44","487","95","4359.5","500"
"76","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","14","19","64","486","154","4673.75","500"
"77","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","92","488","168","4543.75","500"
"78","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","14","19","47","486","95","4599.25","500"
"82","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","7","19","52","493","87","4685.25","500"
"79","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","12","19","74","488","146","4689.5","500"
"80","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","361","5","19","72","495","152","4773","500"
