"[run number]","proportion_retired","people","security_measures","detection_sick_people","proportion_worker","infectious_rate","duration","lockdown_type","proportion_student","[step]","n_of_death","days","count turtles with [color = gray]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"274","29","500","true","false","53","3","14","lockdown_student","18","1641","12","82","484","5535","496"
"275","29","500","true","false","53","3","14","lockdown_student","18","1141","12","57","481","3847.5","493"
"276","29","500","true","false","53","3","14","lockdown_student","18","1101","13","55","477","3712.5","490"
"277","29","500","true","false","53","3","14","lockdown_student","18","1681","10","84","487","5670","497"
"280","29","500","true","false","53","3","14","lockdown_student","18","1441","12","72","481","4860","493"
"278","29","500","true","false","53","3","14","lockdown_student","18","1861","14","93","484","6277.5","498"
"282","29","500","true","false","53","3","14","lockdown_student","18","1621","12","81","477","5467.5","489"
"285","29","500","true","false","53","3","14","lockdown_student","18","1561","10","78","487","5265","497"
"283","29","500","true","false","53","3","14","lockdown_student","18","1681","10","84","480","5670","490"
"279","29","500","true","false","53","3","14","lockdown_student","18","2381","14","119","484","8032.5","498"
"284","29","500","true","false","53","3","14","lockdown_student","18","1601","15","80","479","5400","494"
"281","29","500","true","false","53","3","14","lockdown_student","18","1821","7","91","487","6142.5","494"
"286","29","500","true","false","53","3","14","lockdown_student","18","1441","16","72","478","4860","494"
"288","29","500","true","false","53","3","14","lockdown_student","18","1501","12","75","483","5062.5","495"
"287","29","500","true","false","53","3","14","lockdown_student","18","2261","12","113","482","7627.5","494"
"293","29","500","true","false","53","3","14","lockdown_student","18","1021","11","51","473","3375","484"
"292","29","500","true","false","53","3","14","lockdown_student","18","1021","18","51","474","3442.5","492"
"290","29","500","true","false","53","3","14","lockdown_student","18","1381","13","69","481","4657.5","494"
"294","29","500","true","false","53","3","14","lockdown_student","18","1041","11","52","481","3510","492"
"289","29","500","true","false","53","3","14","lockdown_student","18","2021","14","101","483","6817.5","497"
"291","29","500","true","false","53","3","14","lockdown_student","18","1061","9","53","485","3577.5","494"
"295","29","500","true","false","53","3","14","lockdown_student","18","1361","9","68","485","4590","494"
"297","29","500","true","false","53","3","14","lockdown_student","18","1201","16","60","474","4050","490"
"298","29","500","true","false","53","3","14","lockdown_student","18","1261","18","63","480","4252.5","498"
"296","29","500","true","false","53","3","14","lockdown_student","18","1501","10","75","484","5062.5","494"
"305","29","500","true","false","53","3","14","none","18","901","18","45","475","0","493"
"304","29","500","true","false","53","3","14","none","18","1301","10","65","485","0","495"
"299","29","500","true","false","53","3","14","lockdown_student","18","1861","10","93","487","6277.5","497"
"302","29","500","true","false","53","3","14","none","18","1921","7","96","490","0","497"
